,Date Run,Ticker,Prediction Window,Lookback Window,Number of Estimators,Max Depth,Strategy Annual Return,Benchmark Annual Return,Active Annualized Return,Cumulative Returns,Sharpe Ratio,Sortino Ratio,Max Drawdown,Mean Squared Error,Baseline,Accuracy,Skill
0,2022-12-03,DOG,63,252,2,3,-0.0292013136056196,-0.117701308409289,0.0884999948036695,-36.2416322939596,-0.21793087918291,-0.291653266044588,-0.543143135341039,7.50179092648046,0.22991452991453,0.683475783475784,0.453561253561254
0,2022-12-03,DVOL,63,252,2,3,-0.0290356402889889,0.0518526084333688,-0.0808882487223577,-8.1063236196533,-0.191962025444087,-0.254414312576246,-0.24677368711438,8.45966118926597,0.549261083743842,0.605911330049261,0.0566502463054187
0,2022-11-17,PXF,63,252,2,3,-0.0289878868839074,-0.00330574933432692,-0.0256821375495805,-34.0263195486833,-0.115321477131959,-0.151764747801421,-0.475619962180041,10.2199937485508,0.554836722119532,0.467036352433765,-0.0878003696857671
0,2022-12-03,CVY,63,252,2,3,-0.0288198015511181,-0.0123513597867518,-0.0164684417643662,-35.3819211315567,-0.146522146308085,-0.184583875543417,-0.570944478877964,12.622314873051,0.628845037724898,0.524085896691817,-0.104759141033082
0,2022-11-17,RDIV,63,252,2,3,-0.0286582205073012,0.0595125191907251,-0.0881707396980262,-20.4610049741511,-0.0954181518835461,-0.121344264646533,-0.509140990942363,12.8883336992161,0.606478704259148,0.415716856628674,-0.190761847630474
0,2022-12-03,BAPR,63,252,2,3,-0.0284846498548338,0.0995973728240724,-0.128082022678906,-6.77752699809503,-0.32269910968573,-0.418114131823466,-0.133742991874928,4.8777807418454,0.467796610169492,0.586440677966102,0.11864406779661
0,2022-12-03,HEWG,63,252,2,3,-0.0284045953543757,-0.00697824691731574,-0.0214263484370599,-19.5280951981438,-0.112491037479853,-0.14404212182365,-0.467634627907211,9.97633008286449,0.5698041692988,0.461781427668983,-0.108022741629817
0,2022-11-17,TLTD,63,252,2,3,-0.0282073105836002,0.00160550222943145,-0.0298128128130316,-22.3952089739409,-0.201188897404317,-0.250686914026182,-0.457828712406554,9.52865928991214,0.53705636743215,0.488517745302714,-0.0485386221294364
0,2022-12-03,SGDM,63,252,2,3,-0.0281942877047732,0.0394084531011696,-0.0676027408059428,-18.4581906538438,0.0369678287902802,0.0531752010036283,-0.485925845800507,17.196116954131,0.485482781904119,0.463875759621877,-0.0216070222822418
0,2022-12-03,PAK,63,252,2,3,-0.0281073305160792,-0.164085192596176,0.135977862080097,-16.5860530090699,-0.388622123383914,-0.537561427076363,-0.241520116118234,14.731575433829,0.289269051321928,0.615863141524106,0.326594090202177
0,2022-12-03,GHYG,63,252,2,3,-0.0279421109166524,-0.0277121933165291,-0.000229917600123364,-23.3708640345516,-0.419513361177036,-0.515329599842498,-0.327588554700515,4.84925984557676,0.431707317073171,0.427317073170732,-0.00439024390243903
0,2022-12-03,IGRO,63,252,2,3,-0.027859629019264,0.000137955942799195,-0.0279975849620632,-13.8730856255943,-0.119053140978166,-0.155004729384655,-0.379546304866042,10.3245539576051,0.54384236453202,0.375369458128079,-0.168472906403941
0,2022-12-03,DEW,63,252,2,3,-0.0277241262769571,-0.0266021027669595,-0.00112202350999757,-34.77412383278,-0.148467870356829,-0.193222408356979,-0.450909785824946,11.2356681595343,0.580415599202961,0.429547395388557,-0.150868203814404
0,2022-12-03,LCR,63,252,2,3,-0.0276542527235782,0.0112614831485605,-0.0389157358721387,-4.55580289417646,-0.847133546686773,-0.9884143266434,-0.0526574601688312,2.85102879417608,0.303921568627451,0.529411764705882,0.225490196078431
0,2022-11-17,JPIN,63,252,2,3,-0.0276121945584936,0.000810208204787166,-0.0284224027632808,-17.2492606461939,-0.178664538653007,-0.224678800233907,-0.407564799078926,8.91780864018497,0.485219899062725,0.433309300648882,-0.0519105984138428
0,2022-12-03,RWVG,63,252,2,3,-0.0275135565993813,0.000437416850886274,-0.0279509734502675,-6.63379620453727,-0.19087559765392,-0.256879096786989,-0.142918765544892,8.33784303892699,0.524752475247525,0.554455445544555,0.0297029702970297
0,2022-11-17,ACIO,63,252,2,3,-0.027485864654155,0.103213648242397,-0.130699512896552,-5.71405735361004,-0.288925889636736,-0.385990862016977,-0.139987836154227,6.65844973422821,0.186046511627907,0.33953488372093,0.153488372093023
0,2022-12-03,CHII,63,252,2,3,-0.0274041625297902,-0.0185633153470547,-0.00884084718273548,-27.8073306250535,-0.0417751700096488,-0.0604288332228061,-0.49732878558678,13.9158706831969,0.52122820318423,0.44882486732373,-0.0724033358605004
0,2022-11-17,BBAX,63,252,2,3,-0.027351955258561,0.00214302233867869,-0.0294949775972397,-8.03381304147434,-0.316742943663919,-0.415167971452692,-0.15925562894003,8.88407723524525,0.331081081081081,0.445945945945946,0.114864864864865
0,2022-12-03,EFZ,63,252,2,3,-0.0272348723726373,-0.11528289525884,0.0880480228862028,-31.7637110629083,-0.266018843749579,-0.383166087528047,-0.44391791408407,8.60883857811424,0.346578366445916,0.532008830022075,0.185430463576159
0,2022-12-03,UGL,63,252,2,3,-0.0271457554166333,-0.00957250360147555,-0.0175732518151578,-29.5633182573129,-0.0267335835322211,-0.0364114608444892,-0.589534568281538,15.4869926892702,0.476832641770401,0.493430152143845,0.016597510373444
0,2022-11-17,SCHE,63,252,2,3,-0.0271230738213607,-0.0108311722012163,-0.0162919016201444,-27.2692438789188,-0.130787342555108,-0.172129078553033,-0.415208408935554,10.256108229854,0.514033064206075,0.420991926182238,-0.0930411380238371
0,2022-12-03,QDYN,63,252,2,3,-0.0270285298910137,0.0641370342288352,-0.0911655641198489,-21.1980378025446,-0.102334915085967,-0.134349210740464,-0.49151990594292,9.11661010128626,0.652081109925293,0.507470651013874,-0.144610458911419
0,2022-12-03,FIDI,63,252,2,3,-0.0268040252809126,-0.0462951055973577,0.0194910803164451,-9.32582039515929,-0.288366872135089,-0.369908398508811,-0.140369834117804,10.8186984917337,0.541455160744501,0.360406091370558,-0.181049069373942
0,2022-12-03,DTH,63,252,2,3,-0.0267767347960082,-0.0468842726542378,0.0201075378582296,-33.8014553539938,-0.132383378648555,-0.171084708891482,-0.460320220815576,11.7429999938143,0.536863079988614,0.445772843723313,-0.0910902362653003
0,2022-11-17,EEMS,63,252,2,3,-0.0265329757812425,0.0157759535423432,-0.0423089293235857,-23.5464206506531,-0.152795826136927,-0.199034828064527,-0.423495912650102,11.2282474899426,0.527967257844475,0.462028194633924,-0.0659390632105502
0,2022-11-17,ONEO,63,252,2,3,-0.0264239262056065,0.0736391637897964,-0.100063089995403,-14.1617815391802,-0.0751231259974911,-0.0994026185053035,-0.49784236615595,11.2616927725307,0.65625,0.458035714285714,-0.198214285714286
0,2022-12-03,CUT,63,252,2,3,-0.0262006978541659,0.0740158030160663,-0.100216500870232,-30.6724284678174,-0.086053048508822,-0.114585891714551,-0.563753567391234,11.4677965497669,0.586075949367089,0.479746835443038,-0.106329113924051
0,2022-11-17,EWI,63,252,2,3,-0.026188398363662,-0.00716348167957404,-0.019024916684088,-49.0263296274269,-0.0600706632965476,-0.0801918817157159,-0.688515394773804,14.3479258268907,0.52367642222953,0.524827359421243,0.00115093719171322
0,2022-12-03,DDIV,63,252,2,3,-0.0261863990790951,0.0498751654336649,-0.07606156451276,-18.0031019570133,-0.0653199943390398,-0.0843744339146686,-0.490440303722875,11.2185105340017,0.676658163265306,0.4375,-0.239158163265306
0,2022-11-17,BBJP,63,252,2,3,-0.0261776556072925,0.0149793243884919,-0.0411569799957844,-8.05689597680599,-0.288553277459186,-0.389007413139414,-0.168120841523827,8.67635615638245,0.365904365904366,0.476091476091476,0.11018711018711
0,2022-12-03,CHAU,63,252,2,3,-0.0261558724743955,0.0287318502787743,-0.0548877227531699,-15.559319073767,0.0854161719749193,0.117850461458996,-0.605870367158799,28.4045759759864,0.469403563129357,0.482571649883811,0.0131680867544539
0,2022-11-17,VPL,63,252,2,3,-0.0261479283533513,0.00586621996574177,-0.0320141483190931,-35.2854452652689,-0.121553191877157,-0.16138700177258,-0.459842074034339,10.5371707595419,0.528519099947671,0.448194662480377,-0.0803244374672946
0,2022-12-03,ICOL,63,252,2,3,-0.0260147528954159,-0.108400402354833,0.0823856494594168,-18.8851376375066,-0.0492803799661141,-0.0640435580775871,-0.664299007459612,16.3156204378742,0.552256532066508,0.501187648456057,-0.0510688836104513
0,2022-11-17,IPAC,63,252,2,3,-0.0259033633422263,0.0070949240518452,-0.0329982873940715,-17.1716600191075,-0.157698039761825,-0.204263438436295,-0.393956661930621,8.37696843397333,0.554959785522788,0.459785522788204,-0.0951742627345845
